@relation 'winequality-white-norm-weka.filters.unsupervised.attribute.Remove-R7,9-10-weka.filters.unsupervised.attribute.NumericToNominal-R12'

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide norm' numeric
@attribute 'total sulfur dioxide norm' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {3,4,5,6,7,8,9}

@data
8,0.36,0.39,1.6,0.024,26000,93000,0.99116,3.15,0.49,11.9,6
6.1,0.16,0.24,1.4,0.046,17000,77000,0.99319,3.66,0.57,10.3,6
9.2,0.19,0.42,2,0.047,16000,104000,0.99517,3.09,0.66,10,4
9.2,0.16,0.49,2,0.044,18000,107000,0.99514,3.1,0.53,10.2,4
8,0.26,0.28,8.2,0.038,72000,202000,0.99566,3.12,0.56,10,6
8.8,0.33,0.36,2.1,0.034,19000,125000,0.99166,2.96,0.98,12.7,6
9.8,0.16,0.46,1.8,0.046,23000,130000,0.99587,3.04,0.67,9.6,5
6.6,0.23,0.18,8.5,0.044,59000,188000,0.99558,3.16,0.49,9.5,5
7.9,0.44,0.26,4.45,0.033,23000,100000,0.99117,3.17,0.52,12.7,6
7.6,0.31,0.27,5.8,0.036,23000,109000,0.99399,3.34,0.54,11,6
7.5,0.705,0.1,13,0.044,44000,214000,0.99741,3.1,0.5,9.1,5
7.1,0.21,0.28,2.7,0.034,23000,111000,0.99405,3.35,0.64,10.2,4
7,0.16,0.26,7.3,0.047,30000,220000,0.99622,3.38,0.58,10.1,6
8,0.27,0.25,19.1,0.045,50000,208000,1.00051,3.05,0.5,9.2,6
6.3,0.38,0.17,8.8,0.08,50000,212000,0.99803,3.47,0.66,9.4,4
7.1,0.21,0.28,2.7,0.034,23000,111000,0.99405,3.35,0.64,10.2,4
6.2,0.38,0.18,7.4,0.095,28000,195000,0.99773,3.53,0.71,9.2,4
8.2,0.24,0.3,2.3,0.05,23000,106000,0.99397,2.98,0.5,10,5
7,0.16,0.26,6.85,0.047,30000,220000,0.99622,3.38,0.58,10.1,6
7.3,0.815,0.09,11.4,0.044,45000,204000,0.99713,3.15,0.46,9,5
6.3,0.41,0.16,0.9,0.032,25000,98000,0.99274,3.16,0.42,9.5,5
6.1,0.36,0.41,19.35,0.07,67000,207000,1.00118,3.39,0.53,9.1,5
8.1,0.4,0.32,7.9,0.031,23000,118000,0.99176,3.05,0.46,13.3,7
6.8,0.26,0.43,11.75,0.045,53000,198000,0.9969,3.26,0.55,9.5,5
6.2,0.44,0.18,7.7,0.096,28000,210000,0.99771,3.56,0.72,9.2,5
7.2,0.24,0.29,3,0.036,17000,117000,0.99411,3.36,0.68,10.1,6
6.2,0.44,0.18,7.7,0.096,28000,210000,0.99771,3.56,0.72,9.2,5
7.2,0.24,0.29,3,0.036,17000,117000,0.99411,3.36,0.68,10.1,6
7.3,0.22,0.26,1.5,0.04,32000,172000,0.99194,3.27,0.48,11.2,6
8.1,0.34,0.28,7.5,0.04,70000,230000,0.99558,3.14,0.55,9.8,6
7.3,0.22,0.26,1.5,0.04,32000,172000,0.99194,3.27,0.48,11.2,6
8.1,0.34,0.28,7.5,0.04,70000,230000,0.99558,3.14,0.55,9.8,6
6.4,0.28,0.17,8.3,0.042,61000,195000,0.99577,3.22,0.46,9.4,5
6.3,0.29,0.14,7.05,0.045,50000,177000,0.99564,3.23,0.42,9,5
6.4,0.27,0.17,8.4,0.044,60000,198000,0.99578,3.21,0.47,9.4,5
7.4,0.35,0.2,13.9,0.054,63000,229000,0.99888,3.11,0.5,8.9,6
8.3,0.28,0.27,17.5,0.045,48000,253000,1.00014,3.02,0.56,9.1,6
6.4,0.35,0.35,5.6,0.034,9000,148000,0.99441,3.17,0.5,9.8,4
6.9,0.43,0.28,9.4,0.056,29000,183000,0.99594,3.17,0.43,9.4,5
8,0.26,0.28,4.8,0.05,34000,150000,0.99437,3.13,0.5,10,6
6.9,0.43,0.28,9.4,0.056,29000,183000,0.99594,3.17,0.43,9.4,5
7.3,0.27,0.37,9.7,0.042,36000,130000,0.9979,3.48,0.75,9.9,6
6.8,0.46,0.26,6.3,0.147,49000,159000,0.99434,3.14,0.47,10,5
7.2,0.2,0.28,1.6,0.028,13000,168000,0.99203,3.17,1.06,11.5,6
7.6,0.285,0.32,14.6,0.063,32000,201000,0.998,3,0.45,9.2,5
6.6,0.32,0.33,2.5,0.052,40000,219500,0.99316,3.15,0.6,10,5
7.6,0.285,0.32,14.6,0.063,32000,201000,0.998,3,0.45,9.2,5
6.6,0.34,0.34,2.6,0.051,40500,210000,0.99314,3.15,0.61,10,5
6.6,0.32,0.33,2.5,0.052,40000,210000,0.99316,3.15,0.6,10,5
6.5,0.27,0.26,8.2,0.042,21000,133000,0.99612,3.43,0.64,9.8,6
6.6,0.26,0.27,1.5,0.04,19000,114000,0.99295,3.36,0.62,10.5,6
6.7,0.27,0.26,2.3,0.043,61000,181000,0.99394,3.45,0.63,10.6,6
6.6,0.56,0.15,10,0.037,38000,157000,0.99642,3.28,0.52,9.4,5
6.6,0.56,0.15,10,0.037,38000,157000,0.99642,3.28,0.52,9.4,5
7.3,0.19,0.27,1.6,0.027,35000,136000,0.99248,3.38,0.54,11,7
6.3,0.2,0.26,1.6,0.027,36000,141000,0.99268,3.53,0.56,10.8,6
7.1,0.29,0.3,16,0.036,58000,201000,0.99954,3.3,0.67,9,5
7.8,0.32,0.33,10.4,0.031,47000,194000,0.99692,3.07,0.58,9.6,6
8.1,0.33,0.36,7.4,0.037,36000,156000,0.99592,3.19,0.54,10.6,6
8.1,0.33,0.36,7.4,0.037,36000,156000,0.99592,3.19,0.54,10.6,6
7.8,0.32,0.33,10.4,0.031,47000,194000,0.99692,3.07,0.58,9.6,6
6.6,0.33,0.24,16.05,0.045,31000,147000,0.99822,3.08,0.52,9.2,5
6.6,0.33,0.24,16.05,0.045,31000,147000,0.99822,3.08,0.52,9.2,5
8.2,0.26,0.33,2.6,0.053,11000,71000,0.99402,2.89,0.49,9.5,5
8.3,0.25,0.33,2.5,0.053,12000,72000,0.99404,2.89,0.48,9.5,5
7,0.26,0.26,10.8,0.039,37000,184000,0.99787,3.47,0.58,10.3,7
6,0.26,0.15,1.2,0.053,35000,124000,0.99347,3.08,0.46,8.8,5
7.5,0.28,0.78,12.1,0.041,53000,161000,0.99838,2.98,0.44,8.7,5
7.5,0.27,0.79,11.95,0.04,51000,159000,0.99839,2.98,0.44,8.7,5
7,0.28,0.32,1.7,0.038,27000,128000,0.99375,3.2,0.62,10.2,6
5.2,0.16,0.34,0.8,0.029,26000,77000,0.99155,3.25,0.51,10.1,6
6.8,0.34,0.1,1.4,0.049,29000,118000,0.9936,3.21,0.41,9.5,5
7.6,0.25,0.34,1.3,0.056,34000,176000,0.99434,3.1,0.51,9.5,5
5.6,0.35,0.4,6.3,0.022,23000,174000,0.9922,3.54,0.5,11.6,7
8.8,0.24,0.23,10.3,0.032,12000,97000,0.99571,3.13,0.4,10.7,6
6,0.29,0.21,15.55,0.043,20000,142000,0.99658,3.11,0.54,10.1,6
6.1,0.27,0.31,1.5,0.035,17000,83000,0.99076,3.32,0.44,11.1,7
7.4,0.56,0.09,1.5,0.071,19000,117000,0.99496,3.22,0.53,9.8,5
6.8,0.29,0.49,1.4,0.142,52000,148000,0.9937,3.08,0.49,9,6
6.1,0.27,0.31,1.5,0.035,17000,83000,0.99076,3.32,0.44,11.1,7
6.3,0.27,0.37,7.9,0.047,58000,215000,0.99542,3.19,0.48,9.5,6
6.6,0.24,0.3,13,0.052,18000,143000,0.99825,3.37,0.49,9.4,6
6.8,0.32,0.3,1,0.049,22000,113000,0.99289,3.24,0.61,10.2,5
6.4,0.37,0.37,4.85,0.041,39500,216500,0.99432,3.1,0.5,9.8,6
6.2,0.26,0.37,7.1,0.047,54000,201000,0.99523,3.19,0.48,9.5,6
6.3,0.27,0.37,7.9,0.047,58000,215000,0.99542,3.19,0.48,9.5,6
6.4,0.3,0.16,7.5,0.05,55000,191000,0.9959,3.17,0.49,9,5
8,0.28,0.32,7.6,0.045,61000,204000,0.99543,3.1,0.55,10.1,6
6.7,0.24,0.32,10.3,0.079,37000,122000,0.99662,3.02,0.45,8.8,5
7.9,0.27,0.27,1.7,0.034,25000,122000,0.99088,2.97,0.51,11.9,6
7.9,0.27,0.27,1.7,0.034,25000,122000,0.99088,2.97,0.51,11.9,6
6.1,0.28,0.24,19.95,0.074,32000,174000,0.99922,3.19,0.44,9.3,6
7.7,0.39,0.49,7.7,0.036,11000,110000,0.9966,3.33,0.76,10,6
6,0.2,0.24,5.3,0.075,49000,201000,0.99466,3.21,0.43,9.5,5
6.1,0.28,0.24,19.95,0.074,32000,174000,0.99922,3.19,0.44,9.3,6
7.6,0.31,0.23,12.7,0.054,20000,139000,0.99836,3.16,0.5,9.7,4
7.6,0.31,0.23,12.7,0.054,20000,139000,0.99836,3.16,0.5,9.7,4
6.3,0.18,0.22,1.5,0.043,45000,155000,0.99238,3.19,0.48,10.2,5
8.6,0.23,0.25,11.3,0.031,13000,96000,0.99645,3.11,0.4,10.8,5
6.8,0.21,0.36,18.1,0.046,32000,133000,1,3.27,0.48,8.8,5
6.8,0.21,0.36,18.1,0.046,32000,133000,1,3.27,0.48,8.8,5
6.9,0.26,0.31,7,0.039,37000,175000,0.99376,3.32,0.49,11.4,6
6.8,0.21,0.36,18.1,0.046,32000,133000,1,3.27,0.48,8.8,5
6.4,0.31,0.4,6.4,0.039,39000,191000,0.99513,3.14,0.52,9.8,5
8.6,0.34,0.36,1.4,0.045,11000,119000,0.99556,3.17,0.47,9.4,4
8.6,0.34,0.36,1.4,0.045,11000,119000,0.99556,3.17,0.47,9.4,4
8.5,0.3,0.28,3.1,0.054,54000,174000,0.99543,3.21,0.43,9.4,6
7.4,0.4,0.41,14.1,0.053,37000,194000,0.99886,3.2,0.63,9.4,6
6.6,0.32,0.34,7.7,0.044,63000,212000,0.99526,3.22,0.48,9.7,6
7.1,0.34,0.31,5.2,0.032,36000,140000,0.99166,3.35,0.47,12.3,7
6.6,0.26,0.25,11.6,0.045,45000,178000,0.99691,3.33,0.43,9.8,6
8,0.27,0.57,10.4,0.053,18000,134000,0.99732,3.12,0.68,9,5
6.2,0.28,0.45,7.5,0.045,46000,203000,0.99573,3.26,0.46,9.2,6
6.2,0.3,0.49,11.2,0.058,68000,215000,0.99656,3.19,0.6,9.4,6
5.6,0.175,0.29,0.8,0.043,20000,67000,0.99112,3.28,0.48,9.9,6
6.9,0.34,0.36,1.4,0.032,13000,145000,0.99214,3.07,0.52,9.8,5
6.9,0.34,0.3,4.7,0.029,34000,148000,0.99165,3.36,0.49,12.3,7
7.1,0.12,0.3,3.1,0.018,15000,37000,0.99004,3.02,0.52,11.9,7
7.1,0.32,0.29,4,0.038,33000,170000,0.99463,3.27,0.64,10.2,6
7.3,0.51,0.29,11.3,0.034,61000,224000,0.99683,3.14,0.56,9.5,6
7.1,0.12,0.3,3.1,0.018,15000,37000,0.99004,3.02,0.52,11.9,7
6.3,0.24,0.55,8.1,0.04,67000,216000,0.99596,3.24,0.5,9.2,5
7.5,0.41,0.23,14.8,0.054,28000,174000,0.99898,3.18,0.49,9.7,5
6.5,0.18,0.33,1.4,0.029,35000,138000,0.99114,3.36,0.6,11.5,7
7.3,0.17,0.24,8.1,0.121,32000,162000,0.99508,3.17,0.38,10.4,8
8.2,0.2,0.38,3.5,0.053,41000,174000,0.99306,3.22,0.41,11.6,5
7.5,0.41,0.23,14.8,0.054,28000,174000,0.99898,3.18,0.49,9.7,5
7.3,0.17,0.24,8.1,0.121,32000,162000,0.99508,3.17,0.38,10.4,8
6.5,0.18,0.33,1.4,0.029,35000,138000,0.99114,3.36,0.6,11.5,7
7.3,0.16,0.35,1.5,0.036,29000,108000,0.99342,3.27,0.51,10.2,6
6.4,0.16,0.37,1.5,0.037,27000,109000,0.99345,3.38,0.5,9.8,6
6.6,0.42,0.13,12.8,0.044,26000,158000,0.99772,3.24,0.47,9,5
5.8,0.3,0.12,1.6,0.036,57000,163000,0.99239,3.38,0.59,10.5,6
6.7,0.54,0.27,7.1,0.049,8000,178000,0.99502,3.16,0.38,9.4,4
6.7,0.54,0.27,7.1,0.049,8000,178000,0.99502,3.16,0.38,9.4,4
6.4,0.22,0.3,11.2,0.046,53000,149000,0.99479,3.21,0.34,10.8,5
6.8,0.23,0.3,1.7,0.043,19000,95000,0.99207,3.17,0.46,10.7,7
9,0.26,0.34,6.7,0.029,21000,162000,0.99497,3.08,0.5,10.6,6
6.5,0.23,0.25,17.3,0.046,15000,110000,0.99828,3.15,0.42,9.2,6
5.9,0.28,0.14,8.6,0.032,30000,142000,0.99542,3.28,0.44,9.5,6
5.9,0.28,0.14,8.6,0.032,30000,142000,0.99542,3.28,0.44,9.5,6
6.2,0.27,0.18,1.5,0.028,20000,111000,0.99228,3.41,0.5,10,5
9,0.29,0.34,12.1,0.03,34000,177000,0.99706,3.13,0.47,10.6,5
9,0.26,0.34,6.7,0.029,21000,162000,0.99497,3.08,0.5,10.6,6
8.9,0.27,0.34,10.7,0.029,19500,166000,0.99669,3.13,0.48,10.6,5
6.5,0.23,0.25,17.3,0.046,15000,110000,0.99828,3.15,0.42,9.2,6
6.9,0.32,0.3,1.8,0.036,28000,117000,0.99269,3.24,0.48,11,6
7.2,0.22,0.24,1.4,0.041,17000,159000,0.99196,3.25,0.53,11.2,6
6.7,0.5,0.38,7.5,0.046,26000,175000,0.99662,3.32,0.54,9.6,5
6.2,0.33,0.14,4.8,0.052,27000,128000,0.99475,3.21,0.48,9.4,5
6.3,0.26,0.42,7.1,0.045,62000,209000,0.99544,3.2,0.53,9.5,6
7.5,0.2,0.47,16.9,0.052,51000,188000,0.99944,3.09,0.62,9.3,5
6.2,0.33,0.14,4.8,0.052,27000,128000,0.99475,3.21,0.48,9.4,5
6.3,0.26,0.42,7.1,0.045,62000,209000,0.99544,3.2,0.53,9.5,6
6.6,0.36,0.52,11.3,0.046,8000,110000,0.9966,3.07,0.46,9.4,5
6.3,0.13,0.42,1.1,0.043,63000,146000,0.99066,3.13,0.72,11.2,7
6.4,0.15,0.44,1.2,0.043,67000,150000,0.9907,3.14,0.73,11.2,7
6.3,0.13,0.42,1.1,0.043,63000,146000,0.99066,3.13,0.72,11.2,7
7.6,0.23,0.64,12.9,0.033,54000,170000,0.998,3,0.53,8.8,5
6.4,0.15,0.44,1.2,0.043,67000,150000,0.9907,3.14,0.73,11.2,7
6.3,0.13,0.42,1.1,0.043,63000,146000,0.99066,3.13,0.72,11.2,7
5.7,0.255,0.65,1.2,0.079,17000,137000,0.99307,3.2,0.42,9.4,5
6.9,0.32,0.26,2.3,0.03,11000,103000,0.99106,3.06,0.42,11.1,6
6.9,0.28,0.22,10,0.052,36000,131000,0.99696,3.08,0.46,9.6,5
6.9,0.32,0.26,2.3,0.03,11000,103000,0.99106,3.06,0.42,11.1,6
5.7,0.255,0.65,1.2,0.079,17000,137000,0.99307,3.2,0.42,9.4,5
6.6,0.41,0.16,1.4,0.037,28000,160000,0.99167,2.95,0.45,10.6,6
7.3,0.37,0.16,14.9,0.048,59000,240000,0.99902,3.13,0.45,8.9,5
6.9,0.21,0.24,1.8,0.021,17000,80000,0.98992,3.15,0.46,12.3,7
6.6,0.24,0.28,1.8,0.028,39000,132000,0.99182,3.34,0.46,11.4,5
6.8,0.28,0.36,7,0.043,60000,207000,0.99556,3.16,0.49,9.6,6
6.6,0.24,0.24,8.6,0.034,25000,135000,0.99582,3.33,0.59,10.3,6
6.6,0.24,0.28,1.8,0.028,39000,132000,0.99182,3.34,0.46,11.4,5
7,0.16,0.32,1.1,0.032,29000,80000,0.98972,3.23,0.36,12.1,6
7,0.14,0.28,1.3,0.026,10000,56000,0.99352,3.46,0.45,9.9,5
6.3,0.34,0.36,4.9,0.035,31000,185000,0.9946,3.15,0.49,9.7,5
6.8,0.26,0.24,1.9,0.043,70000,154000,0.99273,3.18,0.52,10.5,5
6.7,0.17,0.42,10.4,0.038,85000,182000,0.99628,3.04,0.44,8.9,6
6.5,0.27,0.4,10,0.039,74000,227000,0.99582,3.18,0.5,9.4,5
6.7,0.25,0.36,8.6,0.037,63000,206000,0.99553,3.18,0.5,9.6,5
5.8,0.3,0.27,1.7,0.014,45000,104000,0.98914,3.4,0.56,12.6,7
6.4,0.28,0.56,1.7,0.156,49000,106000,0.99354,3.1,0.37,9.2,6
7.7,0.3,0.26,18.95,0.053,36000,174000,0.99976,3.2,0.5,10.4,5
6.8,0.18,0.3,12.8,0.062,19000,171000,0.99808,3,0.52,9,7
6.8,0.18,0.3,12.8,0.062,19000,171000,0.99808,3,0.52,9,7
6.8,0.18,0.3,12.8,0.062,19000,171000,0.99808,3,0.52,9,7
6.8,0.18,0.3,12.8,0.062,19000,171000,0.99808,3,0.52,9,7
6.8,0.18,0.3,12.8,0.062,19000,171000,0.99808,3,0.52,9,7
6.8,0.18,0.3,12.8,0.062,19000,171000,0.99808,3,0.52,9,7
5.1,0.14,0.25,0.7,0.039,15000,89000,0.9919,3.22,0.43,9.2,6
6.8,0.18,0.3,12.8,0.062,19000,171000,0.99808,3,0.52,9,7
7.2,0.615,0.1,1.4,0.068,25000,154000,0.99499,3.2,0.48,9.7,4
6.9,0.13,0.28,13.3,0.05,47000,132000,0.99655,3.34,0.42,10.1,6
6.7,0.34,0.3,8.5,0.059,24000,152000,0.99615,3.46,0.64,11,7
7.3,0.32,0.29,1.5,0.038,32000,144000,0.99296,3.2,0.55,10.8,5
6.3,0.21,0.29,11.7,0.048,49000,147000,0.99482,3.22,0.38,10.8,5
5.4,0.5,0.13,5,0.028,12000,107000,0.99079,3.48,0.88,13.5,7
8.2,0.52,0.34,1.2,0.042,18000,167000,0.99366,3.24,0.39,10.6,5
7.8,0.28,0.31,2.1,0.046,28000,208000,0.99434,3.23,0.64,9.8,5
6.4,0.22,0.34,1.4,0.023,56000,115000,0.98958,3.18,0.7,11.7,6
7.8,0.28,0.31,2.1,0.046,28000,208000,0.99434,3.23,0.64,9.8,5
6.9,0.32,0.27,16,0.034,58000,185000,0.99938,3.34,0.6,9,6
6.8,0.11,0.42,1.1,0.042,51000,132000,0.99059,3.18,0.74,11.3,7
6.2,0.26,0.32,15.3,0.031,64000,185000,0.99835,3.31,0.61,9.4,5
6.4,0.22,0.34,1.4,0.023,56000,115000,0.98958,3.18,0.7,11.7,6
6.7,0.3,0.29,2.8,0.025,37000,107000,0.99159,3.31,0.63,11.3,7
6.7,0.3,0.29,2.8,0.025,37000,107000,0.99159,3.31,0.63,11.3,7
7.1,0.2,0.3,0.9,0.019,4000,28000,0.98931,3.2,0.36,12,6
7.2,0.2,0.36,2.5,0.028,22000,157000,0.9938,3.48,0.49,10.6,6
8.9,0.26,0.33,8.1,0.024,47000,202000,0.99558,3.13,0.46,10.8,6
7.5,0.25,0.32,8.2,0.024,53000,209000,0.99563,3.12,0.46,10.8,6
7.1,0.2,0.3,0.9,0.019,4000,28000,0.98931,3.2,0.36,12,6
6.3,0.27,0.46,11.1,0.053,44000,177000,0.99691,3.18,0.67,9.4,5
6.5,0.3,0.39,7.8,0.038,61000,219000,0.9959,3.19,0.5,9.4,5
6.7,0.3,0.29,2.8,0.025,37000,107000,0.99159,3.31,0.63,11.3,7
6.6,0.36,0.52,10.1,0.05,29000,140000,0.99628,3.07,0.4,9.4,5
6.15,0.21,0.37,3.2,0.021,20000,80000,0.99076,3.39,0.47,12,5
6.5,0.18,0.41,14.2,0.039,47000,129000,0.99678,3.28,0.72,10.3,7
6.5,0.18,0.41,14.2,0.039,47000,129000,0.99678,3.28,0.72,10.3,7
6.5,0.18,0.41,14.2,0.039,47000,129000,0.99678,3.28,0.72,10.3,7
6.6,0.26,0.21,2.9,0.026,48000,126000,0.99089,3.22,0.38,11.3,7
6.6,0.35,0.35,6,0.063,31000,150000,0.99537,3.1,0.47,9.4,6
6.5,0.28,0.28,20.4,0.041,40000,144000,1.0002,3.14,0.38,8.7,5
6.6,0.36,0.52,10.1,0.05,29000,140000,0.99628,3.07,0.4,9.4,5
6.6,0.26,0.21,2.9,0.026,48000,126000,0.99089,3.22,0.38,11.3,7
6.5,0.18,0.41,14.2,0.039,47000,129000,0.99678,3.28,0.72,10.3,7
6.15,0.21,0.37,3.2,0.021,20000,80000,0.99076,3.39,0.47,12,5
4.5,0.19,0.21,0.95,0.033,89000,159000,0.99332,3.34,0.42,8,5
8,0.24,0.26,1.7,0.033,36000,136000,0.99316,3.44,0.51,10.4,7
7.8,0.17,0.23,1.7,0.029,39000,128000,0.99272,3.37,0.41,10.7,7
7,0.24,0.24,9,0.03,42000,219000,0.99636,3.47,0.46,10.2,6
5.8,0.6,0,1.3,0.044,72000,197000,0.99202,3.56,0.43,10.9,5
5.9,0.445,0.26,1.4,0.027,23000,109000,0.99148,3.3,0.36,10.5,6
6.7,0.28,0.28,2.4,0.012,36000,100000,0.99064,3.26,0.39,11.7,7
6.8,0.44,0.2,16,0.065,61000,186000,0.99884,3.13,0.45,8.6,5
7.2,0.24,0.27,11.4,0.034,40000,174000,0.99773,3.2,0.44,9,5
8.7,0.31,0.73,14.35,0.044,27000,191000,1.00013,2.96,0.88,8.7,5
8.2,0.32,0.26,2.1,0.062,26000,87000,0.98974,3.1,0.47,12.8,6
7.2,0.24,0.27,11.4,0.034,40000,174000,0.99773,3.2,0.44,9,5
8.7,0.31,0.73,14.35,0.044,27000,191000,1.00013,2.96,0.88,8.7,5
7.5,0.13,0.38,1.1,0.023,42000,104000,0.99112,3.28,0.53,11.8,6
9.2,0.14,0.37,1.1,0.034,36000,84000,0.99136,3.05,0.55,11.6,6
7.4,0.2,0.37,1.2,0.028,28000,89000,0.99132,3.14,0.61,11.8,6
6.1,0.15,0.35,15.8,0.042,55000,158000,0.99642,3.24,0.37,10.6,5
7.6,0.23,0.4,5.2,0.066,14000,91000,0.99488,3.17,0.8,9.7,5
8.1,0.33,0.22,5.2,0.047,24000,151000,0.99527,3.22,0.47,10.3,5
7.15,0.17,0.24,9.6,0.119,56000,178000,0.99578,3.15,0.44,10.2,6
6.7,0.12,0.3,5.2,0.048,38000,113000,0.99352,3.33,0.44,10.1,7
5.7,0.18,0.36,1.2,0.046,9000,71000,0.99199,3.7,0.68,10.9,7
5.8,0.15,0.28,0.8,0.037,43000,127000,0.99198,3.24,0.51,9.3,5
6.6,0.23,0.29,14.45,0.057,29000,144000,0.99756,3.33,0.54,10.2,6
7.15,0.17,0.24,9.6,0.119,56000,178000,0.99578,3.15,0.44,10.2,6
7,0.34,0.39,6.9,0.066,43000,162000,0.99561,3.11,0.53,9.5,5
6.4,0.68,0.26,3.4,0.069,25000,146000,0.99347,3.18,0.4,9.3,5
7.3,0.22,0.31,2.3,0.018,45000,80000,0.98936,3.06,0.34,12.9,7
6.4,0.28,0.27,11,0.042,45000,148000,0.99786,3.14,0.46,8.7,5
6.9,0.4,0.22,5.95,0.081,76000,303000,0.99705,3.4,0.57,9.4,5
6.8,0.19,0.23,5.1,0.034,71000,204000,0.9942,3.23,0.69,10.1,5
7.1,0.23,0.24,5.4,0.039,60000,196000,0.9948,3.19,0.78,10,4
6.45,0.14,0.42,1.2,0.05,51000,129000,0.99116,3.27,0.69,11.1,7
6.5,0.15,0.44,12.6,0.052,65000,158000,0.99688,3.26,0.7,10.3,7
7.1,0.15,0.34,1,0.033,27000,73000,0.98974,3.24,0.41,12.2,6
6.7,0.33,0.34,6.6,0.067,35000,156000,0.99542,3.11,0.48,9.3,6
7.2,0.3,0.26,1.5,0.041,46000,178000,0.99154,3.19,0.56,11.3,6
7,0.23,0.33,1,0.043,46000,110000,0.99118,3.04,0.65,10.8,6
8,0.13,0.25,1.1,0.033,15000,86000,0.99044,2.98,0.39,11.2,8
6.2,0.21,0.34,6.6,0.03,36000,91000,0.9914,3.32,0.45,12.5,7
8.3,0.4,0.41,8.2,0.05,15000,122000,0.9979,3.39,0.49,9.3,5
5.9,0.34,0.31,2,0.03,38000,142000,0.98892,3.4,0.41,12.9,7
6.6,0.12,0.25,1.4,0.039,21000,131000,0.99114,3.2,0.45,11.2,7
9.6,0.655,0.21,2,0.039,21000,120000,0.99188,3,1,12.6,6
6.8,0.26,0.4,7.5,0.046,45000,179000,0.99583,3.2,0.49,9.3,5
5.9,0.34,0.31,2,0.03,38000,142000,0.98892,3.4,0.41,12.9,7
5.9,0.3,0.3,2,0.03,38000,142000,0.98892,3.41,0.41,12.9,7
7,0.15,0.3,13.3,0.049,46000,120000,0.99704,3.2,0.36,9.5,7
7.9,0.37,0.31,2.85,0.037,5000,24000,0.9911,3.19,0.36,11.9,6
7.2,0.35,0.25,5.6,0.032,23000,120000,0.99334,2.93,0.66,10.3,7
7.2,0.32,0.24,5.6,0.033,23000,120000,0.99334,2.92,0.66,10.3,7
7.6,0.1,0.33,1,0.031,33000,93000,0.99094,3.06,0.68,11.2,6
6.2,0.25,0.31,3.2,0.03,32000,150000,0.99014,3.18,0.31,12,6
7.1,0.31,0.17,1,0.042,21000,144000,0.99304,3.13,0.4,9.6,5
7.6,0.18,0.28,7.1,0.041,29000,110000,0.99652,3.2,0.42,9.2,6
8,0.17,0.29,2.4,0.029,52000,119000,0.98944,3.03,0.33,12.9,6
7.2,0.19,0.27,11.2,0.061,46000,149000,0.99772,2.99,0.59,9.3,6
7.6,0.32,0.25,9.5,0.03,15000,136000,0.99367,3.1,0.44,12.1,6
7.1,0.31,0.17,1,0.042,21000,144000,0.99304,3.13,0.4,9.6,5
6.6,0.21,0.29,1.8,0.026,35000,128000,0.99183,3.37,0.48,11.2,6
7,0.16,0.36,2.6,0.029,28000,98000,0.99126,3.11,0.37,11.2,7
8,0.17,0.29,2.4,0.029,52000,119000,0.98944,3.03,0.33,12.9,6
6.6,0.24,0.38,8,0.042,56000,187000,0.99577,3.21,0.46,9.2,5
7.2,0.19,0.27,11.2,0.061,46000,149000,0.99772,2.99,0.59,9.3,6
7.6,0.18,0.28,7.1,0.041,29000,110000,0.99652,3.2,0.42,9.2,6
6.9,0.3,0.25,3.3,0.041,26000,124000,0.99428,3.18,0.5,9.3,6
6.2,0.28,0.27,10.3,0.03,26000,108000,0.99388,3.2,0.36,10.7,6
6.9,0.31,0.32,1.2,0.024,20000,166000,0.99208,3.05,0.54,9.8,6
6.7,0.23,0.25,1.6,0.036,28000,143000,0.99256,3.3,0.54,10.3,6
6.2,0.28,0.27,10.3,0.03,26000,108000,0.99388,3.2,0.36,10.7,6
5.7,0.23,0.28,9.65,0.025,26000,121000,0.9925,3.28,0.38,11.3,6
6.5,0.22,0.5,16.4,0.048,36000,182000,0.99904,3.02,0.49,8.8,6
7,0.18,0.37,1.5,0.043,16000,104000,0.99216,3.18,0.5,10.8,5
6.9,0.31,0.32,1.2,0.024,20000,166000,0.99208,3.05,0.54,9.8,6
6.9,0.3,0.25,3.3,0.041,26000,124000,0.99428,3.18,0.5,9.3,6
6.5,0.46,0.31,5,0.027,15000,72000,0.99165,3.26,0.6,11.5,7
6.5,0.23,0.36,16.3,0.038,43000,133000,0.99924,3.26,0.41,8.8,5
6.5,0.23,0.36,16.3,0.038,43000,133000,0.99924,3.26,0.41,8.8,5
6.5,0.23,0.36,16.3,0.038,43000,133000,0.99924,3.26,0.41,8.8,5
6.6,0.26,0.38,6.5,0.17,68000,201000,0.9956,3.19,0.38,9.4,6
6.7,0.26,0.39,6.4,0.171,64000,200000,0.99562,3.19,0.38,9.4,6
7.5,0.28,0.39,10.2,0.045,59000,209000,0.9972,3.16,0.63,9.6,6
6.5,0.23,0.36,16.3,0.038,43000,133000,0.99924,3.26,0.41,8.8,5
